axisX,axisY,axisZ
0.360227,0.69787,-5.729919
0.366059,0.691081,-5.736132
0.372369,0.691539,-5.73513
0.380483,0.689117,-5.736693
0.398458,0.677835,-5.745335
0.417736,0.670318,-5.750059
0.430642,0.665389,-5.75312
0.431293,0.659003,-5.758213
0.425481,0.649118,-5.766067
0.421305,0.639707,-5.772247
0.419356,0.62875,-5.779203
0.419977,0.614615,-5.786314
0.423185,0.583268,-5.79511
0.426198,0.538613,-5.791072
0.431898,0.484357,-5.770169
0.434945,0.465457,-5.769251
0.435385,0.455703,-5.784222
0.435954,0.45096,-5.794089
0.433722,0.446933,-5.809829
0.435054,0.444581,-5.815288
0.435737,0.442189,-5.815934
0.436036,0.439928,-5.817976
0.436929,0.436267,-5.819366
0.430507,0.445092,-5.826369
0.417428,0.453454,-5.830997
0.406843,0.459774,-5.836625
0.396953,0.45989,-5.840271
0.383952,0.459483,-5.842257
0.372344,0.457922,-5.843369
0.358092,0.447923,-5.841763
0.347206,0.439234,-5.83707
0.337343,0.419052,-5.821493
0.32544,0.366604,-5.777776
0.303186,0.380597,-5.779576
0.277219,0.399938,-5.781663
0.240852,0.441495,-5.799143
0.208916,0.452001,-5.799195
0.168044,0.466902,-5.79927
0.135547,0.462448,-5.787994
0.097467,0.483318,-5.788666
0.068477,0.494555,-5.789199
0.038044,0.496207,-5.789889
0.006006,0.490737,-5.789509
-0.028496,0.483469,-5.788846
-0.054416,0.474886,-5.788363
-0.08674,0.458265,-5.787788
-0.107371,0.46554,-5.799263
-0.130742,0.454009,-5.799206
-0.16311,0.440292,-5.799137
-0.187757,0.434967,-5.799109
-0.225868,0.394612,-5.783253
-0.254718,0.373207,-5.780289
-0.277024,0.382263,-5.793076
-0.27854,0.418011,-5.828718
-0.290202,0.438256,-5.852633
-0.303779,0.442874,-5.857906
-0.322795,0.435147,-5.861133
-0.334928,0.427604,-5.861082
-0.345522,0.429039,-5.861089
-0.349964,0.430352,-5.861095
-0.353989,0.426716,-5.861077
-0.355752,0.419879,-5.861043
-0.356229,0.41487,-5.861017
-0.350429,0.418631,-5.861036
-0.336508,0.425793,-5.861073
-0.321824,0.434208,-5.861125
-0.303273,0.442935,-5.857776
-0.2872,0.435649,-5.842513
-0.285048,0.436904,-5.830491
-0.292308,0.446592,-5.830275
-0.298996,0.451475,-5.83024
-0.302158,0.453657,-5.830734
-0.307122,0.458013,-5.827849
-0.320828,0.466872,-5.806262
-0.342523,0.470271,-5.774024
-0.323072,0.547925,-5.799892
-0.323244,0.583446,-5.802136
-0.338051,0.609456,-5.79213
-0.352768,0.626193,-5.782006
-0.371731,0.637395,-5.771631
-0.37996,0.645301,-5.765536
-0.391747,0.654239,-5.75834
-0.40423,0.656303,-5.754404
-0.417825,0.659711,-5.749183
-0.436382,0.659222,-5.746203
-0.452399,0.654048,-5.747468
-0.465795,0.64904,-5.747941
-0.480805,0.645956,-5.746242
-0.50245,0.64593,-5.740748
-0.519061,0.651165,-5.733622
-0.531295,0.656439,-5.726879
-0.542903,0.661157,-5.720473
-0.552141,0.670662,-5.710912
-0.559901,0.677693,-5.701342
-0.569392,0.689989,-5.685876
-0.577208,0.70205,-5.671172
-0.584542,0.715913,-5.654271
-0.582242,0.726576,-5.643301
-0.582074,0.737841,-5.631175
-0.581588,0.748795,-5.619477
-0.574561,0.762298,-5.606916
-0.569735,0.771845,-5.597994
-0.557324,0.785041,-5.587353
-0.548132,0.795928,-5.578274
-0.530953,0.814554,-5.572538
-0.467207,0.878361,-5.633309
-0.481296,0.867562,-5.588683
-0.498167,0.851018,-5.535628
-0.49626,0.855043,-5.513649
-0.491415,0.856839,-5.505585
-0.48766,0.858192,-5.499554
-0.4816,0.85989,-5.492577
-0.480028,0.861677,-5.483133
-0.474517,0.863289,-5.476402
-0.472015,0.863106,-5.478535
-0.470785,0.860208,-5.495502
-0.472921,0.85673,-5.514285
-0.486055,0.852579,-5.532076
-0.492965,0.853933,-5.547269
-0.492259,0.861987,-5.571955
-0.492862,0.868626,-5.590406
-0.484222,0.883793,-5.625057
-0.500426,0.870389,-5.629789
-0.578257,0.798934,-5.566292
-0.599692,0.785118,-5.574989
-0.624703,0.769663,-5.58406
-0.647587,0.758433,-5.58719
-0.668669,0.747945,-5.590223
-0.68171,0.742733,-5.590225
-0.69627,0.739196,-5.587514
-0.707835,0.744715,-5.575467
-0.71371,0.748464,-5.568222
-0.729387,0.743651,-5.566292
-0.745548,0.739645,-5.56115
-0.762856,0.735156,-5.555852
-0.764966,0.730538,-5.55856
-0.752061,0.731255,-5.566266
-0.733339,0.730461,-5.57799
-0.717185,0.725037,-5.593132
-0.70933,0.718161,-5.604971
-0.703296,0.705123,-5.62211
-0.694001,0.695504,-5.63629
-0.679811,0.688814,-5.649338
-0.666419,0.685449,-5.658305
-0.649681,0.684642,-5.665966
-0.634225,0.68655,-5.669161
-0.614178,0.687798,-5.674142
-0.584348,0.692326,-5.678837
-0.553421,0.705376,-5.674805
-0.538057,0.72312,-5.659809
-0.528782,0.740434,-5.64378
-0.525866,0.761044,-5.622368
-0.530509,0.77423,-5.606795
-0.540622,0.786789,-5.590312
-0.553806,0.795001,-5.577629
-0.566233,0.801389,-5.567132
-0.573291,0.805938,-5.56459
-0.575935,0.811749,-5.564118
-0.57541,0.813713,-5.564159
-0.520198,0.869929,-5.627196
-0.51447,0.880232,-5.622287
-0.544663,0.857701,-5.56115
-0.563439,0.848458,-5.520661
-0.564959,0.852126,-5.499398
-0.565941,0.855936,-5.477619
-0.566821,0.865055,-5.426049
-0.564424,0.871112,-5.365925
-0.557743,0.873342,-5.296491
-0.563123,0.85875,-5.169764
-0.563273,0.838217,-5.026836
-0.555367,0.820561,-4.911282
-0.539218,0.804979,-4.787985
-0.487219,0.813454,-4.698461
-0.399032,0.867796,-4.756107
-0.325192,0.908215,-4.768255
-0.295328,0.921379,-4.706326
-0.257711,0.944955,-4.655846
-0.235348,0.953366,-4.593791
-0.20913,0.960265,-4.509362
-0.191822,0.961859,-4.43924
-0.187178,0.945693,-4.314816
-0.174767,0.943012,-4.274484
-0.159864,0.936015,-4.279803
-0.13434,0.94562,-4.406475
-0.124684,0.93749,-4.474722
-0.120776,0.932483,-4.521922
-0.125743,0.9315,-4.545771
-0.142577,0.933458,-4.560194
-0.153672,0.932346,-4.594742
-0.158456,0.929592,-4.634355
-0.168149,0.929057,-4.659789
-0.180538,0.931559,-4.657686
-0.190521,0.933535,-4.662633
-0.202604,0.93809,-4.661986
-0.207283,0.940146,-4.653268
-0.206609,0.941856,-4.639933
-0.203469,0.942366,-4.632031
-0.197737,0.94138,-4.625302
-0.196773,0.941471,-4.621125
-0.193876,0.939878,-4.623571
-0.192456,0.939676,-4.620117
-0.188797,0.939698,-4.606838
-0.184602,0.939893,-4.590246
-0.175027,0.93916,-4.56393
-0.165514,0.937768,-4.559796
-0.152949,0.934681,-4.567902
-0.146735,0.934548,-4.556768
-0.13971,0.936147,-4.52517
-0.135368,0.935985,-4.518147
-0.127211,0.935749,-4.50101
-0.117074,0.934568,-4.488723
-0.103053,0.9325,-4.476701
-0.090174,0.928341,-4.457084
-0.078598,0.924974,-4.451658
-0.075381,0.92397,-4.450753
-0.075854,0.924407,-4.448335
-0.07824,0.927406,-4.429122
-0.089731,0.937358,-4.376199
-0.118488,0.925578,-4.248477
-0.143096,0.937177,-4.20194
-0.16566,0.959622,-4.214626
-0.180146,0.96828,-4.24158
-0.197638,0.95524,-4.285439
-0.204352,0.951586,-4.333537
-0.203138,0.969276,-4.420036
-0.208027,0.968762,-4.441679
-0.222817,0.970106,-4.456026
-0.242372,0.971847,-4.469458
-0.273921,0.971756,-4.492203
-0.300934,0.961674,-4.486832
-0.316335,0.956713,-4.507768
-0.323792,0.954993,-4.516089
-0.323218,0.950361,-4.544069
-0.316205,0.945855,-4.56789
-0.301079,0.94045,-4.596658
-0.288778,0.937213,-4.617201
-0.268948,0.94599,-4.655379
-0.256856,0.944662,-4.65717
-0.244714,0.942445,-4.664287
-0.230298,0.939888,-4.672275
-0.209913,0.935893,-4.685861
-0.183202,0.927882,-4.703031
-0.16468,0.92403,-4.707389
-0.143628,0.919581,-4.71312
-0.134796,0.918166,-4.710612
-0.121639,0.916326,-4.703967
-0.111989,0.916623,-4.680592
-0.102836,0.916947,-4.638453
-0.099331,0.916983,-4.613558
-0.100462,0.920466,-4.589157
-0.10484,0.925311,-4.563278
-0.105415,0.925814,-4.558994
-0.100202,0.923172,-4.562225
-0.101105,0.924224,-4.558792
-0.105866,0.926789,-4.549021
-0.112567,0.928071,-4.551417
-0.120534,0.930722,-4.541411
-0.124522,0.931015,-4.5482
-0.128829,0.93212,-4.546533
-0.132653,0.932284,-4.552866
-0.143187,0.932398,-4.572945
-0.152972,0.93304,-4.585788
-0.166613,0.933666,-4.606602
-0.171152,0.93228,-4.630852
-0.161065,0.927302,-4.664518
-0.141607,0.921027,-4.693315
-0.118627,0.91534,-4.708585
-0.105622,0.91267,-4.697669
-0.09034,0.90396,-4.672678
-0.071153,0.899249,-4.631918
-0.037471,0.885375,-4.562529
0.005253,0.878022,-4.518651
0.060993,0.879681,-4.509799
0.127081,0.906684,-4.564448
0.170951,0.924262,-4.590773
0.191399,0.928052,-4.59631
0.203126,0.929961,-4.599305
0.205118,0.930035,-4.60254
0.207926,0.930815,-4.599747
0.213457,0.933223,-4.584772
0.214346,0.937758,-4.5373
0.220226,0.943598,-4.485744
0.233361,0.953388,-4.44134
0.251592,0.966479,-4.401221
0.257513,0.967868,-4.411231
0.256012,0.963558,-4.440559
0.252629,0.95738,-4.478192
0.25232,0.951773,-4.522234
0.250099,0.947909,-4.545388
0.247256,0.944332,-4.564014
0.245251,0.940143,-4.590559
0.246917,0.938395,-4.610601
0.254686,0.938386,-4.638484
0.263808,0.939196,-4.655549
0.279069,0.937907,-4.678435
0.29364,0.937757,-4.68681
0.300923,0.938921,-4.683536
0.300923,0.939087,-4.682539
0.293848,0.937771,-4.68683
0.285664,0.937198,-4.686081
0.279916,0.936434,-4.687731
0.276543,0.936635,-4.684793
0.275788,0.938316,-4.674296
0.275933,0.939928,-4.664673
0.277119,0.941288,-4.657099
0.277004,0.945011,-4.630848
0.272656,0.948951,-4.596382
0.271519,0.951959,-4.572981
0.27337,0.954058,-4.560176
0.277263,0.956885,-4.544805
0.284867,0.959465,-4.53618
0.29139,0.962708,-4.521294
0.297891,0.965599,-4.508933
0.300863,0.965503,-4.513596
0.301034,0.965421,-4.514421
0.300689,0.965814,-4.511099
0.301822,0.965684,-4.513561
0.305525,0.965261,-4.521578
0.31167,0.96542,-4.528622
0.317697,0.964673,-4.537235
0.325105,0.965048,-4.538775
0.337702,0.964261,-4.522299
0.354444,0.961027,-4.492184
0.373582,0.960707,-4.487941
0.379864,0.958567,-4.497083
0.373578,0.956489,-4.509775
0.359651,0.953627,-4.528886
0.347101,0.953824,-4.546108
0.340614,0.954578,-4.567901
0.338494,0.953961,-4.57867
0.335065,0.953067,-4.595482
0.328878,0.95115,-4.624308
0.321359,0.947884,-4.640098
0.305592,0.945109,-4.648706
0.29188,0.94095,-4.666701
0.278148,0.937624,-4.679667
0.270649,0.933864,-4.698441
0.265895,0.926412,-4.725384
0.265119,0.916842,-4.731704
0.26625,0.914877,-4.732967
0.266896,0.916492,-4.731887
0.2692,0.919593,-4.729787
0.279158,0.925032,-4.725946
0.286063,0.930377,-4.722248
0.290949,0.929952,-4.7224
0.292638,0.925239,-4.725458
0.296754,0.917453,-4.730476
0.300428,0.91584,-4.731441
0.302566,0.914437,-4.732954
0.303637,0.917309,-4.730524
0.30156,0.917848,-4.73009
0.302443,0.914477,-4.7329
0.30595,0.906359,-4.740726
0.308204,0.901835,-4.745131
0.307244,0.898694,-4.75533
0.302344,0.897875,-4.75167
0.300869,0.896851,-4.754746
0.302187,0.897508,-4.753383
0.290976,0.899074,-4.745097
0.267214,0.902927,-4.740808
0.218433,0.908356,-4.734262
0.165091,0.910536,-4.71375
0.061453,0.869278,-4.569425
-0.022904,0.870476,-4.576349
-0.109221,0.91342,-4.710114
-0.179184,0.913017,-4.733032
-0.238451,0.904109,-4.741656
-0.284401,0.90507,-4.770943
-0.300614,0.903934,-4.797617
-0.303973,0.900986,-4.809093
-0.295091,0.899417,-4.813972
-0.276435,0.894223,-4.817001
-0.259071,0.890443,-4.814351
-0.23673,0.885854,-4.807005
-0.227622,0.88601,-4.791195
-0.22842,0.888534,-4.778949
-0.229271,0.889405,-4.775671
-0.224872,0.888947,-4.770896
-0.212399,0.886628,-4.762847
-0.198058,0.8822,-4.763045
-0.188267,0.880403,-4.76592
-0.177261,0.878609,-4.769979
-0.167198,0.877238,-4.771578
-0.162431,0.876997,-4.76913
-0.161796,0.877401,-4.765387
-0.158528,0.876861,-4.766647
-0.149002,0.87662,-4.759874
-0.141321,0.876858,-4.753626
-0.135044,0.879414,-4.751367
-0.127566,0.87944,-4.750679
-0.115705,0.880331,-4.749023
-0.104097,0.881839,-4.746981
-0.866051,0.477864,-1.944234
-0.88,0.492406,-2.128447
-0.878852,0.475121,-2.284157
-0.840048,0.448689,-2.352473
-0.7624,0.407669,-2.37961
-0.88,0.494064,-2.481264
-0.877562,0.539476,-2.496867
-0.901298,0.593486,-2.504401
-0.904245,0.628739,-2.502348
-0.903534,0.607135,-2.502312
-0.867916,0.574024,-2.464038
-0.901155,0.593988,-2.495822
-0.903574,0.60768,-2.52064
-0.901287,0.611381,-2.561006
-0.896576,0.616759,-2.645063
-0.884711,0.68637,-2.744154
-0.850016,0.741222,-2.80108
-0.810892,0.773684,-2.866893
-0.791152,0.781429,-2.928422
-0.788536,0.783892,-3.011171
-0.776124,0.796175,-3.084057
-0.736055,0.794176,-3.125087
-0.878814,0.864171,-3.193614
-0.02259,0.513951,-3.125716
-0.382695,0.688502,-3.223747
-0.032105,0.552378,-3.243135
-0.029153,0.542917,-3.26844
-0.682399,0.800262,-3.346749
0.058134,0.519551,-3.366167
-0.682343,0.801497,-3.403883
-0.705101,0.802129,-3.429583
0.606677,0.303681,-3.485092
0.900794,0.282393,-3.579368
0.52305,0.494171,-3.801476
0.553111,0.443032,-3.765968
0.571913,0.432082,-3.744595
0.564022,0.397112,-3.742374
0.441652,0.38893,-3.763592
-0.699737,0.81158,-3.717211
-0.727256,0.811328,-3.760136
-0.750017,0.808165,-3.791997
-0.779741,0.804585,-3.846361
-0.819777,0.792702,-3.893307
-0.847784,0.773178,-3.958878
-0.863177,0.749642,-3.993329
-0.875753,0.725776,-4.022137
-0.883287,0.701926,-4.041393
-0.789476,0.639092,-4.09005
-0.788969,0.625279,-4.117819
-0.778737,0.623613,-4.180315
-0.768786,0.625026,-4.237517
-0.896006,0.667799,-4.244828
-0.898634,0.657022,-4.28212
-0.898805,0.681058,-4.325079
-0.900467,0.696773,-4.382742
-0.903631,0.677586,-4.423198
-0.909832,0.656495,-4.468693
-0.91171,0.66354,-4.504554
-0.914024,0.666643,-4.554465
-0.917406,0.643275,-4.594872
-0.919815,0.632728,-4.646338
-0.92224,0.628179,-4.692537
-0.878054,0.595241,-4.784577
-0.8972,0.598595,-4.819922
-0.8972,0.587373,-4.879436
-0.7645,0.504327,-5.025866
-0.859828,0.54612,-4.976952
-0.871555,0.549374,-4.980338
-0.867239,0.545529,-4.97931
-0.7645,0.493792,-5.042632
-0.7645,0.510187,-5.014965
-0.896291,0.591453,-4.89347
-0.8972,0.609283,-4.87286
-0.895867,0.629905,-4.85819
-0.884993,0.644057,-4.86051
-0.875709,0.654664,-4.860229
-0.870436,0.66218,-4.862318
-0.917913,0.701954,-4.835979
-0.917169,0.714472,-4.847107
-0.916027,0.730258,-4.876632
-0.914008,0.75325,-4.89458
-0.902102,0.778963,-4.929705
-0.887999,0.796196,-4.953529
-0.866585,0.815711,-4.988792
-0.855364,0.823183,-5.006212
-0.858291,0.821405,-5.006927
-0.858965,0.820979,-5.006056
-0.856908,0.82216,-4.996817
-0.851851,0.824981,-4.969456
-0.836653,0.834251,-4.932662
-0.8257,0.840407,-4.875928
-0.818149,0.841204,-4.797006
-0.820334,0.835389,-4.719106
-0.810734,0.836932,-4.635443
-0.805031,0.836853,-4.568063
-0.789442,0.837332,-4.49675
-0.77829,0.836861,-4.441463
-0.779423,0.832812,-4.374395
-0.781023,0.826711,-4.273187
-0.779549,0.823161,-4.20442
-0.78448,0.817669,-4.126966
-0.793174,0.812892,-4.073623
-0.810036,0.803874,-4.016889
-0.818337,0.797362,-3.975649
-0.829332,0.78871,-3.929946
-0.842552,0.778785,-3.893715
-0.848257,0.764636,-3.853301
-0.85461,0.750144,-3.825855
-0.863778,0.730168,-3.799515
-0.869587,0.708311,-3.788097
-0.823657,0.654109,-3.797014
-0.827672,0.637939,-3.801555
-0.831387,0.620017,-3.812433
-0.831485,0.591371,-3.818974
-0.827523,0.556866,-3.831286
-0.8235,0.526824,-3.843245
-0.817619,0.495217,-3.863699
-0.81054,0.460305,-3.887754
-0.802827,0.425154,-3.917261
-0.783393,0.357881,-3.96451
-0.861898,0.351741,-3.979841
-0.861264,0.331023,-4.005242
-0.861007,0.310682,-4.030657
-0.862146,0.301371,-4.067564
-0.863053,0.299257,-4.088984
-0.86455,0.301788,-4.115272
-0.865885,0.302997,-4.140285
-0.868023,0.306996,-4.177246
-0.869488,0.304403,-4.210605
-0.872511,0.315722,-4.254362
-0.874088,0.316023,-4.285617
-0.876548,0.324196,-4.315838
-0.878746,0.334777,-4.326691
-0.881773,0.352941,-4.327915
-0.886162,0.375922,-4.328221
-0.892316,0.41398,-4.318881
-0.89416,0.445062,-4.318803
-0.896183,0.474113,-4.322815
-0.89918,0.512631,-4.329051
-0.90149,0.544126,-4.334916
-0.903362,0.589349,-4.337848
-0.902682,0.614751,-4.333423
-0.901451,0.641223,-4.320838
-0.899966,0.657054,-4.304361
-0.897198,0.674713,-4.280629
-0.89553,0.685732,-4.256972
-0.892618,0.699514,-4.224121
-0.888914,0.707087,-4.19185
-0.88251,0.722125,-4.144503
-0.876839,0.735029,-4.100806
-0.868999,0.745366,-4.044873
-0.865924,0.746212,-4.00235
-0.866098,0.742077,-3.960493
-0.868027,0.733803,-3.909393
-0.867684,0.727533,-3.862792
-0.867224,0.722235,-3.819931
-0.866184,0.719418,-3.759664
-0.868601,0.709684,-3.70545
-0.869925,0.700059,-3.635341
-0.870277,0.696059,-3.583136
-0.870434,0.691077,-3.528543
-0.842669,0.666136,-3.45979
-0.849131,0.65835,-3.399924
-0.855516,0.641824,-3.329384
-0.859533,0.632057,-3.272871
-0.863703,0.620098,-3.204065
-0.865474,0.611693,-3.145825
-0.867728,0.601121,-3.065505
-0.868465,0.594376,-2.996128
-0.868417,0.583111,-2.929694
-0.866681,0.572247,-2.88543
-0.890371,0.573336,-2.848097
-0.890936,0.560866,-2.820592
-0.891752,0.548805,-2.787184
-0.892385,0.537831,-2.759537
-0.893276,0.528716,-2.727353
-0.894182,0.524321,-2.703734
-0.894871,0.519045,-2.683465
-0.895753,0.508474,-2.652783
-0.89418,0.497811,-2.625146
-0.851854,0.465231,-2.589219
-0.865618,0.46309,-2.574338
-0.875868,0.458867,-2.564827
-0.88,0.457329,-2.558931
-0.88,0.452828,-2.546426
-0.88,0.448639,-2.534211
-0.877384,0.43434,-2.517647
-0.861476,0.415742,-2.497525
-0.883987,0.402552,-2.496055
-0.882397,0.376519,-2.490329
-0.7624,0.253028,-2.436305
-0.7624,0.211611,-2.43014
-0.7624,0.152346,-2.422668
-0.86865,0.173226,-2.458114
-0.88,0.117161,-2.450665
-0.88,0.064567,-2.434291
-0.860687,0.225415,-2.956164
-0.839858,0.256162,-2.96161
-0.803961,0.260865,-2.955632
-0.813047,0.300409,-2.958963
-0.818973,0.326453,-2.960486
-0.818255,0.32329,-2.96016
-0.814383,0.306732,-2.967004
-0.810852,0.291956,-2.978636
-0.81421,0.307393,-2.991104
-0.823364,0.347828,-2.997
-0.82857,0.370806,-3.000046
-0.832834,0.38943,-2.999203
-0.838817,0.415367,-2.994726
-0.842735,0.431953,-2.984987
-0.844516,0.438643,-2.966107
-0.844344,0.436897,-2.949266
-0.845994,0.442349,-2.919064
-0.850802,0.461178,-2.889513
-0.854163,0.491194,-2.846075
-0.890488,0.543945,-2.814007
-0.89338,0.56044,-2.764359
-0.89704,0.574532,-2.689464
-0.900071,0.588136,-2.607022
-0.901344,0.624156,-2.554691
-0.9038,0.650276,-2.51055
-0.891037,0.686935,-2.488636
-0.867566,0.723009,-2.466649
-0.823984,0.754649,-2.445979
-0.736707,0.77271,-2.417828
-0.624579,0.763799,-2.395529
-0.516363,0.726121,-2.326325
-0.476117,0.735522,-2.333364
-0.42614,0.743689,-2.323699
-0.307952,0.768174,-2.35595
-0.146646,0.769488,-2.327708
0.009431,0.774288,-2.33936
0.349294,0.759202,-2.274129
